1	n-m	awb	ʼâb	heb	- אָב	a primitive word;		◊meaning:	- def: father	- ', in a literal and immediate, or figurative and remote application'	usage: chief, (fore-) father(-less), × patrimony, principal. Compare names in	  'Abi-'.																																						
2	n-m	ab	ʼab	arc	- אַב	- (Aramaic) corresponding to	  - '@src': H1	  - '1'	usage: father.																																									
7761	v	soom	sûwm	arc	- שׂוּם	- (Aramaic) corresponding to	  - '@src': H7760	  - '7760'	usage: '  command, give, lay, make,   name,   regard, set.'																																									
7762	n-m	shoom	shûwm	heb	- שׁוּם	- from an unused root ◊meaning to	- ;	◊meaning:	- def: garlic	- (from its rank	- def: odor	- )	usage: garlic.																																					
7763	n-pr-m	sho-mare'	Shôwmêr	x-pn	- שׁוֹמֵר	- or	  - '@pron': sho-mare'	  - '@xlit': Shômêr	  - שֹׁמֵר	- ; active participle of	- w:	  - '@src': H8104	  - '8104'	- ;	- def: keeper	- ;	◊meaning:	- def: Shomer	- ', the name of two Israelites'	usage: Shomer.																														
7764	n-pr-m	shoo-nee'	Shûwnîy	x-pn	- שׁוּנִי	- from an unused root ◊meaning to rest;	- ;	◊meaning:	- def: Shuni	- ', an Israelite'	usage: Shuni.																																							
7765	a	shoo-nee'	Shûwnîy	x-pn	- שׁוּנִי	- patronymic from	  - '@src': H7764	  - '7764'	- ;	◊meaning:	- def: a Shunite	- (collectively) or descendants of Shuni	usage: Shunites.																																					
7766	n-pr-loc	shoo-name'	Shûwnêm	x-pn	- שׁוּנֵם	- probably from the same as	  - '@src': H7764	  - '7764'	- ;	- def: quietly	- ;	◊meaning:	- def: Shunem	- ', a place in Pal'	usage: Shunem.																																			
7767	a	shoo-nam-meeth'	Shûwnammîyth	x-pn	- שׁוּנַמִּית	- patrial from	  - '@src': H7766	  - '7766'	- ;	◊meaning:	- a	- def: Shunammitess	- ', or female inhabitant of Shunem'	usage: Shunamite.																																				
7768	v	shaw-vah'	shâvaʻ	heb	- שָׁוַע	a primitive root;		◊meaning:	- properly, to	- def: be free	- ; but used only causatively and reflexively, to	- def: halloo	- (for help, i.e.	- def: freedom	- from some trouble)	usage: cry (aloud, out), shout.																																		
7769	n-m	shoo'-ah	shûwaʻ	heb	- שׁוּעַ	- from	  - '@src': H7768	  - '7768'	- ;	◊meaning:	- a	- def: halloo	usage: cry, riches.																																					
7770	n-pr-m	shoo'-ah	Shûwaʻ	x-pn	- שׁוּעַ	- the same as	  - '@src': H7769	  - '7769'	- ;	◊meaning:	- def: Shua	- ', a Canaanite'	usage: Shua, Shuah.																																					
7771	n-m	sho'-ah	shôwaʻ	heb	- שׁוֹעַ	- from	  - '@src': H7768	  - '7768'	- in the original sense of freedom;	◊meaning:	- a	- def: noble	- ', i.e.'	- def: liberal	- ','	- def: opulent	- ; also (as noun in the derived sense) a	- def: halloo	usage: bountiful, crying, rich.																															
7772	n-pr-m	sho'-ah	Shôwaʻ	x-pn	- שׁוֹעַ	- the same as	  - '@src': H7771	  - '7771'	- ;	- def: rich	- ;	◊meaning:	- def: Shoa	- ', an Oriental people'	usage: Shoa.																																			
7773	v	sheh'-vah	shevaʻ	heb	- שֶׁוַע	- from	  - '@src': H7768	  - '7768'	- ;	◊meaning:	- a	- def: halloo	usage: cry.																																					
7774	n-pr-f	shoo-aw'	Shûwʻâʼ	x-pn	- שׁוּעָא	- from	  - '@src': H7768	  - '7768'	- ; wealth;	◊meaning:	- def: Shua	- ', an Israelitess'	usage: Shua.																																					
7775	n-f	shav-aw'	shavʻâh	heb	- שַׁוְעָה	- feminine of	  - '@src': H7773	  - '7773'	- ;	◊meaning:	- a	- def: hallooing	usage: crying.																																					
7776	n-m	shoo-awl'	shûwʻâl	heb	- שׁוּעָל	- or	  - '@pron': shoo-awl'	  - '@xlit': shuʻâl	  - שֻׁעָל	- ; from the same as	- w:	  - '@src': H8168	  - '8168'	- ;	◊meaning:	- a	- def: jackal	- (as a	- def: burrower	- )	usage: fox.																													
7777	n-pr-m n-pr-loc	shoo-awl'	Shûwʻâl	x-pn	- שׁוּעָל	- the same as	  - '@src': H7776	  - '7776'	- ;	◊meaning:	- def: Shual	- ', the name of an Israelite and of a place in Palestine'	usage: Shual.																																					
7778	n-m	sho-are'	shôwʻêr	heb	- שׁוֹעֵר	- or	  - '@pron': sho-are'	  - '@xlit': shôʻêr	  - שֹׁעֵר	- active participle of	- w:	  - '@src': H8176	  - '8176'	- (as denominative from	- w:	  - '@src': H8179	  - '8179'	- );	◊meaning:	- a	- def: janitor	usage: doorkeeper, porter.																												
7779	v	shoof	shûwph	heb	- שׁוּף	a primitive root;		◊meaning:	- properly, to	- def: gape	- ', i.e.'	- def: snap at	- ; figuratively, to	- def: overwhelm	usage: break, bruise, cover.																																			
7780	n-pr-m	sho-fawk'	Shôwphâk	x-pn	- שׁוֹפָךְ	- from	  - '@src': H8210	  - '8210'	- ; poured;	◊meaning:	- def: Shophak	- ', a Syrian'	usage: Shophach.																																					
7781	a	shoo-faw-mee'	Shûwphâmîy	x-pn	- שׁוּפָמִי	- patronymic from	  - '@src': H8197	  - '8197'	- ;	◊meaning:	- a	- def: Shuphamite	- (collectively) or descendants of Shephupham	usage: Shuphamite.																																				
7782	n-m	sho-far'	shôwphâr	heb	- שׁוֹפָר	- or	  - '@pron': sho-far'	  - '@xlit': shôphâr	  - שֹׁפָר	- ; from	- w:	  - '@src': H8231	  - '8231'	- in the original sense of	- def: incising	- ;	◊meaning:	- a	- def: cornet	- (as giving a	- def: clear	- sound) or curved horn	usage: cornet, trumpet.																											
7783	v	shook	shûwq	heb	- שׁוּק	a primitive root;		◊meaning:	- to	- def: run after	- or	- def: over	- ', i.e.'	- def: overflow	usage: overflow, water.																																			
7784	n-m	shook	shûwq	heb	- שׁוּק	- from	  - '@src': H7783	  - '7783'	- ;	◊meaning:	- a	- def: street	- (as	- def: run	- over)	usage: street.																																		
7785	n-f	shoke	shôwq	heb	- שׁוֹק	- from	  - '@src': H7783	  - '7783'	- ;	◊meaning:	- the (lower)	- def: leg	- (as a	- def: runner	- )	usage: hip, leg, shoulder, thigh.																																		
7786	v	soor	sûwr	heb	- שׂוּר	a primitive root;		◊meaning:	- properly, to	- def: vanquish	- ; by implication, to	- def: rule	- (causatively, crown)	usage:	- make princes, have power, reign. See	- w:	  - '@src': H5493	  - '5493'	- .																															
7787	v	soor	sûwr	heb	- שׂוּר	- a primitive root (identical with	  - '@src': H7786	  - '7786'	- through the idea of reducing to pieces; compare	- w:	  - '@src': H4883	  - '4883'	- );	◊meaning:	- to	- def: saw	usage: cut.																																	
7788	v	shoor	shûwr	heb	- שׁוּר	a primitive root;		◊meaning:	- properly, to	- def: turn	- ', i.e.'	- def: travel	- about (as a harlot or a merchant)	usage:	- go, singular See also	- w:	  - '@src': H7891	  - '7891'	- .																															
7789	v	shoor	shûwr	heb	- שׁוּר	- a primitive root (identical with through the idea of	- for inspection);	◊meaning:	- to	- def: spy	- out, i.e. (generally)	- def: survey	- ', (for evil)'	- def: lurk for	- ', (for good)'	- def: care for	usage: behold, lay wait, look, observe, perceive, regard, see.																																	
7790	n-m	shoor	shûwr	heb	- שׁוּר	- from	  - '@src': H7889	  - '7889'	- ;	◊meaning:	- a	- def: foe	- (as lying in wait)	usage: enemy.																																				
7791	n-m	shoor	shûwr	heb	- שׁוּר	- from	  - '@src': H7788	  - '7788'	- ;	◊meaning:	- a	- def: wall	- (as going about)	usage: wall.																																				
7792	n-m	shoor	shûwr	arc	- שׁוּר	- (Aramaic) corresponding to	  - '@src': H7791	  - '7791'	usage: wall.																																									
7793	n-pr-loc	shoor	Shûwr	x-pn	- שׁוּר	- the same as	  - '@src': H7791	  - '7791'	- ;	◊meaning:	- def: Shur	- ', a region of the Desert'	usage: Shur.																																					
7794	n-m	shore	shôwr	heb	- שׁוֹר	- from	  - '@src': H7788	  - '7788'	- ;	◊meaning:	- a	- def: bullock	- (as a	- def: traveller	- )	usage:	- bull(-ock), cow, ox, wall (by mistake for	- w:	  - '@src': H7791	  - '7791'	- ).																													
7795	n-f	so-raw'	sôwrâh	heb	- שׂוֹרָה	- from	  - '@src': H7786	  - '7786'	- in the primitive sense of	- w:	  - '@src': H5493	  - '5493'	- ;	◊meaning:	- properly, a	- def: ring	- ', i.e. (by analogy) a'	- def: row	- (adverbially)	usage: principal.																														
7796	n-pr-loc	so-rake'	Sôwrêq	x-pn	- שׂוֹרֵק	- the same as	  - '@src': H8321	  - '8321'	- ; a	- def: vine	- ;	◊meaning:	- def: Sorek	- ', a valley in Palestine'	usage: Sorek.																																			
7797	v	soos	sûws	heb	- שׂוּשׂ	- or	  - '@pron': sece	  - '@xlit': sîys	  - שִׂישׂ	- ; a primitive root;	◊meaning:	- to	- def: be bright	- ', i.e.'	- def: cheerful	usage: be glad, × greatly, joy, make mirth, rejoice.																																		
7798	n-pr-m	shav-shaw'	Shavshâʼ	x-pn	- שַׁוְשָׁא	- from	  - '@src': H7797	  - '7797'	- ; joyful;	◊meaning:	- def: Shavsha	- ', an Israelite'	usage: Shavsha.																																					
7799	n-m	shoo-shan'	shûwshan	heb	- שׁוּשַׁן	- or	  - '@pron': shoshawn'	  - '@xlit': shôwshân	  - שׁוֹשָׁן	- ; or	- w:	  - '@pron': sho-shawn'	  - '@xlit': shôshân	  - שֹׁשָׁן	- ; and (feminine)	- w:	  - '@pron': sho-shan-naw'	  - '@xlit': shôwshannâh	  - שׁוֹשַׁנָּה	- ; from	- w:	  - '@src': H7797	  - '7797'	- ;	◊meaning:	- def: a lily	- (from its whiteness),	- def: as a flower of architectural ornament	- ; also	- def: a	- (straight)	- def: trumpet	- (from the tubular shape)	usage: lily, Shoshannim.																
7800	n-pr-loc	shoo-shan'	Shûwshan	x-pn	- שׁוּשַׁן	- the same as	  - '@src': H7799	  - '7799'	- ;	◊meaning:	- def: Shushan	- ', a place in Persia'	usage: Shushan.																																					
7801	n-pr	shoo-shan-kee'	Shûwshankîy	x-pn	- שׁוּשַׁנְכִי	(Aramaic) of foreign origin;		◊meaning:	- a	- def: Shushankite	- (collectively) or inhabitants of some unknown place in Assyrian	usage: Susanchites.																																						
7802	n-m	shoo-shan' ay-dooth'	Shûwshan ʻÊdûwth	x-pn	- שׁוּשַׁן עֵדוּת	- or (plural of former)	  - '@pron': shoshan-neem' ay-dooth'	  - '@xlit': Shôwshannîym ʻÊdûwth	  - שׁוֹשַׁנִּים עֵדוּת	- note: lemma שׁוֹשַׁנִּיס עֵדוּת samekh, corrected to שׁוֹשַׁנִּים עֵדוּת	- ; from	- w:	  - '@src': H7799	  - '7799'	- and	- w:	  - '@src': H5715	  - '5715'	- ; lily (or trumpet) of assemblage;	◊meaning:	- def: Shushan-Eduth	- or	- def: Shoshannim-Eduth	- ', the title of a popular song'	usage: Shoshannim-Eduth, Shushan-eduth.																									
7803	n-pr-m	shoo-theh'-lakh	Shûwthelach	x-pn	- שׁוּתֶלַח	- probably from	  - '@src': H7582	  - '7582'	- and the same as	- w:	  - '@src': H8520	  - '8520'	- ;	- def: crash of breakage	- ;	◊meaning:	- def: Shuthelach	- ', the name of two Israelites'	usage: Shuthelah.																															
7804	v	shez-ab'	shᵉzab	arc	- שְׁזַב	- (Aramaic) corresponding to	  - '@src': H5800	  - '5800'	- ;	◊meaning:	- to	- def: leave	- ', i.e. (causatively)'	- def: free	usage: deliver.																																			
7805	v	shaw-zaf'	shâzaph	heb	- שָׁזַף	a primitive root;		◊meaning:	- to	- def: tan	- (by sunburning); figuratively (as if by a piercing ray) to	- def: scan	usage: look up, see.																																					
7806	v	shaw-zar'	shâzar	heb	- שָׁזַר	a primitive root;		◊meaning:	- to	- def: twist	- (a thread of straw)	usage: twine.																																						
7807	a	shakh	shach	heb	- שַׁח	- from	  - '@src': H7817	  - '7817'	- ;	◊meaning:	- def: sunk	- ', i.e.'	- def: downcast	usage: '  humble.'																																				
7808	n-m	say'-akh	sêach	heb	- שֵׂחַ	- for	  - '@src': H7879	  - '7879'	- ;	◊meaning:	- def: communion	- ', i.e. (reflexively)'	- def: meditation	usage: thought.																																				
7809	v	shaw-khad'	shâchad	heb	- שָׁחַד	a primitive root;		◊meaning:	- to	- def: donate	- ', i.e.'	- def: bribe	usage: hire, give a reward.																																					
7810	n-m	shakh'-ad	shachad	heb	- שַׁחַד	- from	  - '@src': H7809	  - '7809'	- ;	◊meaning:	- a	- def: donation	- (venal or redemptive)	usage: bribe(-ry), gift, present, reward.																																				
7811	v	saw-khaw'	sâchâh	heb	- שָׂחָה	a primitive root;		◊meaning:	- to	- def: swim	- ; causatively, to	- def: inundate	usage: (make to) swim.																																					
7812	v	shaw-khaw'	shâchâh	heb	- שָׁחָה	a primitive root;		◊meaning:	- to	- def: depress	- ', i.e.'	- def: prostrate	- (especially reflexive, in homage to royalty or God)	usage: bow (self) down, crouch, fall down (flat), humbly beseech, do (make) obeisance,	  do reverence, make to stoop, worship.																																			
7813	n-m	saw'-khoo	sâchûw	heb	- שָׂחוּ	- from	  - '@src': H7811	  - '7811'	- ;	◊meaning:	- a	- def: pond	- (for swimming)	usage: to swim in.																																				
7814	n-m	sekh-oke'	sᵉchôwq	heb	- שְׂחוֹק	- or	  - '@pron': sekh-oke'	  - '@xlit': sᵉchôq	  - שְׂחֹק	- ; from	- w:	  - '@src': H7832	  - '7832'	- ;	◊meaning:	- def: laughter	- (in merriment or defiance)	usage: derision, laughter(-ed to scorn, -ing), mocked, sport.																																
7815	n-f	shekh-ore'	shᵉchôwr	heb	- שְׁחוֹר	- from	  - '@src': H7835	  - '7835'	- ;	◊meaning:	- def: dinginess	- ', i.e. perhaps'	- def: soot	usage: coal.																																				
7816	n-f	shekh-ooth'	shᵉchûwth	heb	- שְׁחוּת	- from	  - '@src': H7812	  - '7812'	- ;	◊meaning:	  def: pit	usage: pit.																																						
7817	v	shaw-khakh'	shâchach	heb	- שָׁחַח	a primitive root;		◊meaning:	- to	- def: sink	- or	- def: depress	- (reflexive or causative)	usage: bend, bow (down), bring (cast) down, couch, humble self, be (bring) low,	  stoop.																																			
7818	v	saw-khat'	sâchaṭ	heb	- שָׂחַט	a primitive root;		◊meaning:	- to	- def: tread out	- ', i.e.'	- def: squeeze	- (grapes)	usage: press.																																				
7819	v n-f	shaw-khat'	shâchaṭ	heb	- שָׁחַט	a primitive root;		◊meaning:	- to	- def: slaughter	- (in sacrifice or massacre)	usage: kill, offer, shoot out, slay, slaughter.																																						
7820	v	shaw-khat'	shâchaṭ	heb	- שָׁחַט	- a primitive root (identical with	  - '@src': H7819	  - '7819'	- through the idea of striking);	◊meaning:	- to	- def: hammer out	usage: beat.																																					
7821	n-f	shekh-ee-taw'	shᵉchîyṭâh	heb	- שְׁחִיטָה	- from	  - '@src': H7819	  - '7819'	- ;	◊meaning:	  def: slaughter	usage: killing.																																						
7822	n-m	shekh-een'	shᵉchîyn	heb	- שְׁחִין	from an unused root probably ◊meaning to burn;		◊meaning:	- def: inflammation	- ', i.e. an'	- def: ulcer	usage: boil, botch.																																						
7823	n-m	shaw-khece'	shâchîyç	heb	- שָׁחִיס	- or	  - '@pron': sawkheesh'	  - '@xlit': çâchîysh	  - סָחִישׁ	- ; from an unused root apparently ◊meaning to	- def: sprout	- ;	◊meaning:	  def: after-growth	usage: (that) which springeth of the same.																																			
7824	a	shaw-kheef'	shâchîyph	heb	- שָׁחִיף	- from the same as	  - '@src': H7828	  - '7828'	- ;	◊meaning:	- a	- def: board	- (as chipped thin)	usage: cieled with.																																				
7825	n-f	shekh-eeth'	shᵉchîyth	heb	- שְׁחִית	- from	  - '@src': H7812	  - '7812'	- ;	◊meaning:	- a	- def: pit-fall	- (literally or figuratively)	usage: destruction, pit.																																				
7826	n-m	shakh'-al	shachal	heb	- שַׁחַל	- from an unused root probably ◊meaning to	- ;	◊meaning:	- a	- def: lion	- (from his characteristic roar)	usage: (fierce) lion.																																						
7827	n-f	shekh-ay'-leth	shᵉchêleth	heb	- שְׁחֵלֶת	note: lemma שְׁחֶלֶת second vowel, corrected to שְׁחֵלֶת		source:	- apparently from the same as	- w:	  - '@src': H7826	  - '7826'	- through some obscure idea, perhaps that of	- def: peeling	- off by concussion of sound;	◊meaning:	- a	- def: scale	- or shell, i.e. the aromatic	- def: mussel	- .	usage: onycha.																												
